ids,name_repo,stargazers,watchers,forks,tamaño_kb,issues,network_size
15266592,https://github.com/ben-eb/gulp-uncss,963,19,44,39,3,44
94161536,https://github.com/zhanziyang/vue-croppa,957,14,128,11961,94,128
34714186,https://github.com/CharlinFeng/CoreLock,985,46,261,658,18,261
52204790,https://github.com/membership/membership.db,991,42,94,21,4,94
3589061,https://github.com/c9/architect,965,64,139,171,31,139
38514056,https://github.com/msurguy/background-blur,979,37,139,272074,6,139
13275923,https://github.com/YoSmudge/dnsyo,948,50,106,380,7,106
1230508,https://github.com/Sage/streamlinejs,964,40,58,7014,31,58
29753546,https://github.com/omadahealth/SwipyRefreshLayout,966,48,222,344,13,222
14037019,https://github.com/JonAbrams/synth,983,76,70,2511,13,70
48874750,https://github.com/kadirahq/mantra,989,87,57,259,81,57
2101682,https://github.com/andreasgal/B2G,915,72,173,9061,80,173
70648181,https://github.com/Freelander/Elephant,934,30,182,4617,8,182
20994449,https://github.com/tcnksm/gcli,918,25,79,5460,19,79
30719010,https://github.com/gherkins/regexpbuilderphp,906,42,42,168,0,42
7491726,https://github.com/airbnb/nerve,932,300,152,391,13,152
5850831,https://github.com/acolangelo/jPanelMenu,929,85,197,2672,30,197
1787757,https://github.com/spmjs/spm,909,118,190,15286,32,190
3806814,https://github.com/d0ugal/locache,937,14,61,660,3,61
846444,https://github.com/Blosc/bcolz,942,60,138,3627,133,138
70772980,https://github.com/prograhammer/vue-pizza,946,46,244,858,11,244
9028031,https://github.com/Tangdixi/DCPathButton,911,36,159,1246,10,159
24851356,https://github.com/zmmbreeze/lining.js,917,30,68,1014,4,68
45752,https://github.com/pure/pure,915,40,95,2021,3,95
145196789,https://github.com/runvnc/dadsresume,908,4,12,6818,1,12
9064511,https://github.com/TomThorpe/UIScrollSlidingPages,921,52,148,4432,12,148
79793178,https://github.com/roxma/nvim-completion-manager,940,32,50,558,32,50
5366673,https://github.com/l20n/l20n.js,916,29,78,5083,9,78
13726615,https://github.com/christianroman/CRGradientNavigationBar,924,27,117,363,13,117
76095881,https://github.com/czy1121/settingscompat,949,31,154,334,13,154
21071034,https://github.com/alexeyxo/protobuf-swift,930,40,139,27153,29,139
78289,https://github.com/fizx/parsley,915,35,40,7373,5,40
7561627,https://github.com/autresphere/ASMediaFocusManager,908,40,157,9481,13,157
23735390,https://github.com/cundong/ZhihuPaper,938,75,421,15952,4,421
1115977,https://github.com/scribu/wp-posts-to-posts,949,74,253,4162,168,253
44956195,https://github.com/dsxNiubility/Wonderful,924,32,217,5705,18,217
17639457,https://github.com/bitwalker/exrm,925,33,118,3956,0,118
2444194,https://github.com/makeable/Notificon,937,13,44,17,6,44
8144887,https://github.com/Netflix/aminator,929,438,176,864,25,176
8742601,https://github.com/erichard/SublimePHPCompanion,915,22,121,161,13,121
9119163,https://github.com/emilsjolander/android-FlipView,923,40,280,1337,54,280
2927635,https://github.com/ccoenraets/backbone-cellar,919,67,377,2164,8,377
70079263,https://github.com/cviebrock/sequel-pro-laravel-export,933,22,53,220,2,53
49714129,https://github.com/matryer/silk,928,24,67,907,10,67
4716126,https://github.com/at-import/toolkit,914,59,74,1159,14,74
64073749,https://github.com/githubwing/MVPHelper,944,25,153,3889,5,153
6393199,https://github.com/rebar/rebar,940,71,297,2819,2,297
7206131,https://github.com/mailgun/mailgun-js-boland,905,17,126,1390,47,126
299107,https://github.com/Pixen/Pixen,933,45,133,20722,0,133
6872931,https://github.com/jakiestfu/Blur.js,938,36,219,351,37,219
126104193,https://github.com/filiph/state_experiments,916,28,140,285,5,140
2674127,https://github.com/ql-io/ql.io,937,56,115,9194,55,115
21139951,https://github.com/izqui/Taylor,929,52,82,19323,12,82
8085282,https://github.com/mysterioustrousers/MTMigration,931,35,55,68,11,55
10643641,https://github.com/mindreframer/golang-stuff,939,59,96,41769,2,96
49292670,https://github.com/operable/cog,917,29,74,4691,61,74
3310124,https://github.com/stolksdorf/Parallaxjs,942,60,222,335,8,222
30509625,https://github.com/cloverfield-tools/universal-react-boilerplate,909,34,107,543,18,107
7361556,https://github.com/dylang/grunt-notify,930,20,73,1966,54,73
7223566,https://github.com/thlorenz/browserify-shim,934,16,89,377,8,89
98859345,https://github.com/alibaba/funcraft,922,27,142,21391,165,142
9678772,https://github.com/mothran/bunny,927,73,43,360,6,43
1552601,https://github.com/crashub/crash,915,74,174,20678,9,174
7883071,https://github.com/joeldbirch/superfish,915,74,331,354,27,331
15487422,https://github.com/sdiehl/kaleidoscope,943,40,128,531,9,128
7622340,https://github.com/chrisbanes/photup,946,73,335,37229,3,335
2417218,https://github.com/openpaperwork/pyocr,928,43,156,2450,18,156
45064427,https://github.com/microsoft/Mobius,929,156,216,6829,72,216
39415808,https://github.com/mugli/learning-graphql,921,31,114,126,7,114
6322277,https://github.com/Incenteev/ParameterHandler,917,17,103,67,34,103
74694970,https://github.com/codecasts/spa-starter-kit,919,76,145,1136,23,145
4786978,https://github.com/filamentgroup/responsive-carousel,909,91,139,955,42,139
94198277,https://github.com/bear63/sceneReco,939,59,382,2216,33,382
4932591,https://github.com/bdarnell/plop,924,39,71,281,3,71
2963398,https://github.com/addyosmani/getUserMedia.js,912,56,169,582,43,169
84887015,https://github.com/reswitched/pegaswitch,932,103,128,1532,27,128
80832975,https://github.com/jaychang0917/SimpleRecyclerView,946,18,105,163241,15,105
81933392,https://github.com/sls-admin/sls-admin-vue,916,72,274,16319,0,274
35793541,https://github.com/tianzhijiexian/CommonAdapter,912,34,192,782,3,192
80809072,https://github.com/GcsSloop/diycode,917,36,196,1519,12,196
11291042,https://github.com/soffes/RateLimit,923,12,59,123,7,59
7614190,https://github.com/juliangruber/review,913,24,47,131,7,47
3325000,https://github.com/vvo/lazyload,942,37,155,5562,11,155
39010428,https://github.com/Jude95/RollViewPager,916,32,265,541,35,265
44889801,https://github.com/diracdeltas/sniffly,936,57,119,12867,2,119
57375687,https://github.com/crosswall/Android-Coverflow,922,36,174,2348,39,174
354843,https://github.com/plentz/jquery-maskmoney,928,53,504,264,87,504
92663941,https://github.com/symfony/lts,933,11,7,8,0,7
1959064,https://github.com/PaulGuo/Juicer,907,74,271,695,85,271
32497144,https://github.com/ChenYilong/CYLTableViewPlaceHolder,910,28,176,20133,10,176
62104351,https://github.com/w1123440793/VideoListDemo,917,40,198,12140,9,198
83376541,https://github.com/wangfupeng1988/js-async-tutorial,950,47,174,59,8,174
44099607,https://github.com/dvcrn/markright,906,24,58,2002,24,58
1657877,https://github.com/gregsexton/gitv,939,23,62,1408,19,62
4043313,https://github.com/twitter/innovators-patent-agreement,912,175,128,196,22,128
10501736,https://github.com/yeoman/generator-mobile,920,48,105,34295,11,105
51004037,https://github.com/elliottminns/blackfire,917,32,45,614,4,45
48789456,https://github.com/ppoffice/Hozz,927,60,143,3043,13,143
310309,https://github.com/adamn/python-webkit2png,927,45,212,339,20,212
71330583,https://github.com/edopelawi/CascadingTableDelegate,926,18,50,1787,3,50
47773787,https://github.com/louketo/louketo-proxy,942,39,324,3054,104,324
30078261,https://github.com/yahoo/webseclab,918,63,67,173,0,67
1411404,https://github.com/nature-of-code/The-Nature-of-Code-archive,915,93,152,1148113,0,152
81105471,https://github.com/shinyscorpion/wobserver,918,35,78,293,11,78
1235616,https://github.com/berinhard/model_mommy,921,26,151,1006,0,151
363729,https://github.com/mttkay/droid-fu,917,48,250,1723,42,250
42568292,https://github.com/taskrabbit/ReactNativeSampleApp,916,70,318,458,10,318
11635422,https://github.com/yeoman/generator-polymer,933,73,161,779,14,161
12931951,https://github.com/problame/CSNotificationView,911,29,154,870,22,154
1029604,https://github.com/substance/substance-legacy,945,37,76,19199,23,76
20619077,https://github.com/matrixxun/PullToZoomInListView,892,49,268,15521,1,268
66556494,https://github.com/mariohahn/StatusProvider,888,22,46,371,5,46
21001804,https://github.com/fxpio/composer-asset-plugin,899,60,160,938,14,160
27543298,https://github.com/phalt/swapi,875,30,450,205,68,450
1381807,https://github.com/oampo/Audiolet,887,47,124,3515,25,124
17818902,https://github.com/jordwalke/VimBox,903,18,68,30104,35,68
74838381,https://github.com/sangupta/ps,896,51,48,269,0,48
109723102,https://github.com/oracle/mysql-operator,876,65,247,44828,98,247
1868427,https://github.com/jfahrenkrug/WWDC-Downloader,899,39,78,36,0,78
4572835,https://github.com/schani/clojurec,896,75,58,1198,5,58
57289216,https://github.com/joshuaclayton/unused,874,19,26,272,1,26
23764742,https://github.com/emmaguy/clean-status-bar,893,28,87,9082,18,87
7266306,https://github.com/LinkedInAttic/camus,882,146,474,46434,3,474
8029862,https://github.com/feross/filldisk.com,891,38,104,5118,0,104
2115837,https://github.com/tj/reds,892,31,131,84,9,131
10839463,https://github.com/smanikandan14/Volley-demo,895,100,432,1996,4,432
57972486,https://github.com/Meetic/Shuffle,888,24,88,12215,6,88
14056672,https://github.com/quemb/QMBParallaxScrollViewController,889,35,124,20432,15,124
4776063,https://github.com/darcyclarke/Repo.js,889,22,92,217,16,92
57179587,https://github.com/somewacko/deconvfaces,899,38,141,1840,2,141
2500281,https://github.com/jaredhanson/locomotive,892,43,139,829,50,139
11597120,https://github.com/coreos/docs,879,109,548,7965,58,548
26488868,https://github.com/MakeZL/ZLPhotoLib,884,33,228,43339,31,228
7380060,https://github.com/stefanjauker/BadgeView,882,44,395,789,8,395
22297310,https://github.com/LukeDeighton/WheelView,882,54,271,3716,47,271
13125686,https://github.com/Differential/meteor-boilerplate,888,63,185,2585,26,185
32240995,https://github.com/paracycle/slackthemes,888,6,273,6591,89,273
23335980,https://github.com/sandywalker/webui-popover,889,53,241,4303,74,241
11072704,https://github.com/nhaarman/supertooltips,882,48,359,1187,19,359
52491391,https://github.com/dieforfree/qart4j,874,40,113,1168,0,113
1025176,https://github.com/lassebunk/gretel,893,10,110,333,16,110
9696392,https://github.com/TeehanLax/Upcoming,889,78,94,2966,6,94
11714782,https://github.com/paulmillr/exoskeleton,888,38,50,634,20,50
22425058,https://github.com/gorbin/ASNE,889,86,257,4428,61,257
198798,https://github.com/ushahidi/Ushahidi_Web,896,111,647,16124,258,647
9545808,https://github.com/brutella/chatheads,886,58,133,3957,9,133
23490974,https://github.com/jzau/awesome-ios-animation,894,59,157,12,0,157
9811759,https://github.com/DiscoverMeteor/Microscope,893,82,529,5750,26,529
68209459,https://github.com/CoXier/LowPoly,892,28,74,954,1,74
1413661,https://github.com/theleagueof/league-gothic,901,46,101,3819,6,101
75950377,https://github.com/actions-on-google/actions-on-google-nodejs,892,66,221,5474,101,221
26506779,https://github.com/fastlane-old/frameit,901,16,54,4283,0,54
28225310,https://github.com/StevenSLXie/Tutorials-for-Web-Developers,900,42,190,201,8,190
14704618,https://github.com/MichaelEvans/ColorArt,900,49,141,3711,9,141
26112237,https://github.com/fengsp/pencil,881,25,42,6173,33,42
28533377,https://github.com/erichoracek/Motif,885,17,63,8855,0,63
8134335,https://github.com/ryanflorence/ember-tools,880,43,84,1765,27,84
11738416,https://github.com/sromku/android-simple-facebook,882,81,353,3129,165,353
23054709,https://github.com/tigerguixh/QuickNews,885,84,543,14722,5,543
3240891,https://github.com/jeromegn/DocumentUp,888,18,92,1011,25,92
3140024,https://github.com/UrbanApps/UAModalPanel,887,40,140,994,10,140
1225273,https://github.com/TimCinel/ActionSheetPicker,882,17,996,8115,1,996
19812712,https://github.com/Rano1/TopNews,887,83,498,4490,2,498
81995571,https://github.com/imablanco/Zoomy,890,15,117,17373,22,117
51180883,https://github.com/lmatteis/peer-tweet,884,36,48,831,6,48
37325153,https://github.com/ritzyed/ritzy,892,24,62,1005,15,62
4353280,https://github.com/Maxwin-z/XListView-Android,877,75,589,755,15,589
179,https://github.com/drnic/ruby-on-rails-tmbundle,897,14,166,2337,28,166
148112976,https://github.com/nyoki-mtl/pytorch-EverybodyDanceNow,885,47,201,10477,12,201
27355877,https://github.com/marcwebbie/passpie,903,30,63,3727,7,63
101026248,https://github.com/Thinkmill/react-markings,890,7,38,74,0,38
27441508,https://github.com/OmniSharp/generator-aspnet,885,77,177,1846,0,177
7223698,https://github.com/aaditmshah/augment,874,25,39,37,0,39
32466541,https://github.com/naman14/MaterialPowerMenu,890,37,157,3190,6,157
4276357,https://github.com/facebookarchive/swift,886,135,320,5806,0,320
113078107,https://github.com/hindupuravinash/nips2017,896,80,203,544,0,203
5650661,https://github.com/davist11/jQuery-Stickem,877,60,186,302,24,186
33481913,https://github.com/jakevdp/sklearn_pycon2015,885,72,594,6113,5,594
56738003,https://github.com/SwiftGGTeam/Developing-iOS-9-Apps-with-Swift,882,101,128,1393,8,128
15835991,https://github.com/aspnet/Razor,882,145,244,15649,0,244
16377100,https://github.com/STRML/react-router-component,877,19,97,1845,48,97
1221789,https://github.com/zachleat/BigText,881,32,256,4046,36,256
6743327,https://github.com/kzk/unicorn-worker-killer,883,18,87,54,22,87
79429824,https://github.com/martin90s/ImagePicker,886,38,152,160,16,152
45019001,https://github.com/denandz/KeeFarce,892,79,131,996,4,131
135376,https://github.com/peritor/webistrano,884,39,261,9236,38,261
41886367,https://github.com/turi-code/SFrame,888,102,339,6099,66,339
19279488,https://github.com/traceglMPL/tracegl,883,31,58,332,10,58
29085003,https://github.com/xhzengAIB/PopMenu,898,25,210,1024,12,210
65465229,https://github.com/luojilab/radon-ui,901,63,130,10373,12,130
48053019,https://github.com/H07000223/FlycoLabelView,881,14,170,1836,4,170
23395167,https://github.com/jcavar/refresher,878,34,101,1178,12,101
343250,https://github.com/jboesch/Gritter,884,42,233,879,26,233
23095928,https://github.com/ReactiveX/RxScala,883,59,120,2020,2,120
7632767,https://github.com/twoscoops/django-twoscoops-project,871,75,357,1659,12,357
17161245,https://github.com/RobotsAndPencils/RPSlidingMenu,879,41,114,1644,6,114
51549635,https://github.com/SpencerCDixon/redux-cli,892,16,66,5589,26,66
10178606,https://github.com/Wolfr/clank,892,48,83,6246,21,83
13374647,https://github.com/turnbullpress/dockerbook-code,877,79,578,232,10,578
94123415,https://github.com/Boerworz/Gagat,882,15,31,927,0,31
52580823,https://github.com/jed/lave,891,12,35,54,8,35
6032589,https://github.com/pydio/pydio-core,887,87,302,229642,81,302
326802,https://github.com/tjake/Solandra,882,63,155,31776,59,155
48203678,https://github.com/ErikvdVen/php-gif,897,29,62,596,1,62
12201141,https://github.com/bipio-server/bipio,880,53,120,2520,19,120
18309508,https://github.com/markgoodyear/headhesive.js,883,30,162,383,10,162
44876935,https://github.com/pinterest/mysql_utils,876,73,143,319,1,143
41623348,https://github.com/fenjuly/ToggleExpandLayout,894,24,149,87,5,149
95598931,https://github.com/CVarisco/create-component-app,873,18,61,25475,10,61
953984,https://github.com/django-nonrel/mongodb-engine,861,46,219,2745,89,219
1574163,https://github.com/BorisMoore/jsviews,846,62,141,37877,1,141
14539434,https://github.com/scalyr/angular,855,50,201,288,12,201
73640355,https://github.com/marmelroy/ObjectiveKit,849,11,44,47,6,44
18439299,https://github.com/apiaryio/mson,862,56,182,307,24,182
1948497,https://github.com/Jinjiang/h5slides,858,112,288,3846,0,288
38281587,https://github.com/mikemintz/react-rethinkdb,866,26,54,142,14,54
28889353,https://github.com/dmarmor/epichrome,846,37,53,283851,33,53
45968932,https://github.com/node-tensorflow/node-tensorflow,864,74,79,99,12,79
42108798,https://github.com/pengjianbo/OkHttpFinal,856,71,290,8526,16,290
33409911,https://github.com/starkandwayne/concourse-tutorial,854,55,524,11541,24,524
19763084,https://github.com/ming1016/RSSRead,864,69,242,7562,8,242
97394872,https://github.com/websiddu/sketch-material,864,31,83,36283,28,83
82752878,https://github.com/Cuieney/kotlin-life,866,37,200,124338,9,200
8497273,https://github.com/58code/Argo,848,177,527,14399,14,527
4789337,https://github.com/oortcloud/meteorite,842,53,111,2140,46,111
865162,https://github.com/themattharris/tmhOAuth,866,75,348,1059,20,348
15371894,https://github.com/jspahrsummers/GroceryList,869,34,134,436,12,134
32929613,https://github.com/milankinen/livereactload,868,10,62,32272,13,62
41307741,https://github.com/graphql-elixir/graphql,859,36,46,640,13,46
2561496,https://github.com/iambus/youku-lixian,846,74,272,358,50,272
8204746,https://github.com/DavyJonesLocker/ember-validations,844,35,262,972,26,262
45002662,https://github.com/nickoneill/Pantry,845,18,57,139,16,57
10875626,https://github.com/clayallsopp/react.backbone,844,26,63,51,8,63
53593323,https://github.com/akserg/ng2-dnd,856,45,255,2403,196,255
62307157,https://github.com/Zepo/GYDataCenter,845,28,133,48,21,133
23773782,https://github.com/carlonzo/StikkyHeader,850,36,184,6717,14,184
2053461,https://github.com/jasondavies/science.js,873,45,100,1374,15,100
15928042,https://github.com/neumino/rethinkdbdash,856,26,110,1604,51,110
3807158,https://github.com/scottjehl/Device-Bugs,856,72,19,99,71,19
71069297,https://github.com/guerrerocarlos/CacheP2P,865,28,52,287,17,52
863732,https://github.com/nxtbgthng/OAuth2Client,860,45,221,544,83,221
4321062,https://github.com/lavoiesl/osx-cpu-temp,864,20,144,42,21,144
770961,https://github.com/HenrikJoreteg/ICanHaz.js,846,14,136,762,18,136
12869414,https://github.com/kimziv/PinYin4Objc,858,37,167,270,20,167
12708087,https://github.com/RuiAAPeres/UIViewController-Swizzled,861,27,138,72,0,138
55388635,https://github.com/kosinix/grafika,865,42,91,10728,22,91
1223928,https://github.com/phacility/libphutil,847,157,283,8825,0,283
53123506,https://github.com/YiuChoi/MicroReader,849,43,221,5135,12,221
16931558,https://github.com/Pixate/pixate-freestyle-ios,853,62,142,47087,122,142
61977353,https://github.com/kongnanlive/SideBar,870,25,150,493,2,150
65442044,https://github.com/youxin11544/MVP-RxJava-Hybride,858,57,260,158,8,260
11378510,https://github.com/IcaliaLabs/furatto,845,67,115,49304,7,115
3016789,https://github.com/LinkedInAttic/indextank-engine,846,47,119,3648,13,119
13430573,https://github.com/MarkMjw/PullScrollView,862,48,329,1486,9,329
100181,https://github.com/be9/acl9,856,21,112,283,6,112
5534485,https://github.com/higgsjs/Higgs,846,47,65,53798,16,65
50415500,https://github.com/microsoft/ace,850,86,165,3364,25,165
15586256,https://github.com/SublimeLinter/SublimeLinter-eslint,848,20,83,133,9,83
3806301,https://github.com/brunobar79/J-I-C,859,39,207,5546,19,207
7126325,https://github.com/btford/ngmin,870,22,47,692,2,47
8950858,https://github.com/ManuelPeinado/MultiChoiceAdapter,858,59,265,11822,11,265
409631,https://github.com/matburt/mobileorg-android,856,77,236,4591,109,236
680221,https://github.com/fitzgen/wu.js,865,17,37,4374,17,37
20923386,https://github.com/railsware/Sleipnir,849,39,53,1602,10,53
8787019,https://github.com/etsy/feature,861,67,69,53,4,69
7010430,https://github.com/wilwaldon/flatstrap,864,57,148,7866,0,148
6384774,https://github.com/shashankmehta/greyshade,848,46,167,1238,8,167
4619665,https://github.com/rob-brown/RBStoryboardLink,849,39,120,477,30,120
3288666,https://github.com/mayoff/uiimage-from-animated-gif,870,49,164,36,5,164
52512811,https://github.com/Zirkfied/ZFChart,866,27,183,704,83,183
18707202,https://github.com/gophercon/2014-talks,844,112,77,45698,2,77
19822659,https://github.com/tkadlec/grunt-perfbudget,862,40,43,56,15,43
23637042,https://github.com/guzzle/RingPHP,848,18,58,509,14,58
4103657,https://github.com/jimeh/tmuxifier,853,26,79,245,23,79
1219196,https://github.com/nicklockwood/iConsole,863,71,158,181,12,158
42030699,https://github.com/GordyD/3ree,857,32,105,128,6,105
39069374,https://github.com/gmertk/ParkedTextField,868,19,54,455,6,54
6025679,https://github.com/marcuswestin/WebViewProxy,864,36,124,240,3,124
64036832,https://github.com/lensesio/kafka-topics-ui,855,45,145,4625,11,145
15778981,https://github.com/eclipse-archived/smarthome,864,139,823,67215,475,823
14504472,https://github.com/hopsoft/docker-graphite-statsd,869,35,489,120,35,489
16015495,https://github.com/asystat/Final-Android-Resizer,848,47,309,2090,25,309
3130318,https://github.com/dmolsen/Detector,859,52,82,2582,20,82
49810275,https://github.com/alexellis/docker-arm,872,50,109,12655,10,109
52827979,https://github.com/fdansv/marginotes,868,22,52,12,4,52
4211443,https://github.com/pfefferle/openwebicons,843,65,157,8975,1,157
633412,https://github.com/vrana/notorm,862,66,166,758,42,166
1611799,https://github.com/andyedinborough/stress-css,869,26,50,912,5,50
27980281,https://github.com/euphoria-io/heim,869,45,50,17207,35,50
1430752,https://github.com/squ1b3r/Djaneiro,855,27,135,121,16,135
14064689,https://github.com/mttrb/BeaconOSX,856,53,114,232,2,114
7298286,https://github.com/peterbe/mincss,859,42,92,281,9,92
4467848,https://github.com/deanmao/node-chimera,852,39,46,242384,42,46
17099973,https://github.com/nnmware/devoops,867,113,430,4562,4,430
12832105,https://github.com/wklken/stackoverflow-py-top-qa,849,100,224,199,1,224
29953676,https://github.com/north2016/A-MusicView,859,34,230,7866,2,230
54377664,https://github.com/adamsilver/maintainablecss.com-jekyll,859,26,70,4757,2,70
9688680,https://github.com/stephenplusplus/grunt-wiredep,866,17,89,112,9,89
27579492,https://github.com/Rogero0o/MatchView,856,42,231,876,0,231
57455583,https://github.com/taion/react-router-scroll,844,7,68,1072,11,68
142342441,https://github.com/yyx990803/laravel-vue-cli-3,858,34,187,558,14,187
8913952,https://github.com/pilwon/ultimate-seed,862,66,181,5463,48,181
98907380,https://github.com/niorgai/Android-Resource-Usage-Count,864,21,48,87,8,48
40796389,https://github.com/beeware/voc,866,68,536,14845,90,536
14973890,https://github.com/JeremyEnglert/JointsWP,846,110,275,15473,23,275
9202136,https://github.com/observing/balancerbattle,863,54,68,62,11,68
